evidence_id,paper_id,arxiv_id,evidence_type,source_url,pdf_path,anchor,supported_content,status,sha256
E-251026081-L,P033,2510.26081,limitation,https://arxiv.org/abs/2510.26081,sources/pdfs/2510.26081.pdf,PDF pp.27-29 conclusion,"ESS decreases with volume, sampling is computationally expensive, and higher dimensions, SU(3), fermions and integrator choices remain untested.",full_text_manual,c315ee3cd880525f23586972af6fc9b50417a6a4799fc956b65e2a6f1c1acc6d
E-260412416-I,P034,2604.12416,identity,https://arxiv.org/abs/2604.12416,sources/pdfs/2604.12416.pdf,PDF p.1 + current arXiv metadata,"Machine learning for four-dimensional SU(3) lattice gauge theories (2026), authors: Urs Wenger",verified,158c4d0098c9f26e872a06174056b0e50f947201238953bd71e5fd94416a9004
E-260412416-P,P034,2604.12416,problem,https://arxiv.org/abs/2604.12416,sources/pdfs/2604.12416.pdf,PDF p.1 abstract,Assess which machine-learning routes have credible prospects for 4D SU(3) lattice gauge theory.,full_text_manual,158c4d0098c9f26e872a06174056b0e50f947201238953bd71e5fd94416a9004
E-260412416-M,P034,2604.12416,method,https://arxiv.org/abs/2604.12416,sources/pdfs/2604.12416.pdf,PDF pp.3-12 review,"Review normalizing/stochastic flows, diffusion processes and learned renormalization-group/fixed-point actions with physics constraints.",full_text_manual,158c4d0098c9f26e872a06174056b0e50f947201238953bd71e5fd94416a9004
E-260412416-R,P034,2604.12416,result,https://arxiv.org/abs/2604.12416,sources/pdfs/2604.12416.pdf,PDF pp.12-14 summary,"The review identifies physics-conditioned diffusion, stochastic nonequilibrium flows and learned fixed-point actions as promising directions with some 4D evidence.",full_text_manual,158c4d0098c9f26e872a06174056b0e50f947201238953bd71e5fd94416a9004
E-260412416-L,P034,2604.12416,limitation,https://arxiv.org/abs/2604.12416,sources/pdfs/2604.12416.pdf,PDF pp.13-14 conclusion,"Most approaches remain exploratory; plain normalizing flows have not scaled simultaneously to 4D, large volume and fine spacing, and physics input appears essential.",full_text_manual,158c4d0098c9f26e872a06174056b0e50f947201238953bd71e5fd94416a9004
E-260120708-I,P035,2601.20708,identity,https://arxiv.org/abs/2601.20708,sources/pdfs/2601.20708.pdf,PDF p.1 + current arXiv metadata,"A scalable flow-based approach to mitigate topological freezing (2026), authors: Claudio Bonanno; Andrea Bulgarelli; Elia Cellini; Alessandro Nada; Dario Panfalone; Davide Vadacchino; Lorenzo Verzichelli",verified,d9ef54027185abea0d336993a8860c2c9c183eff1f4deb7ca54c6ab32ee5e821
E-260120708-P,P035,2601.20708,problem,https://arxiv.org/abs/2601.20708,sources/pdfs/2601.20708.pdf,PDF p.1 abstract,Use fast open-boundary topology dynamics while recovering periodic-boundary observables without boundary artifacts.,full_text_manual,d9ef54027185abea0d336993a8860c2c9c183eff1f4deb7ca54c6ab32ee5e821
E-260120708-M,P035,2601.20708,method,https://arxiv.org/abs/2601.20708,sources/pdfs/2601.20708.pdf,PDF pp.2-5 method,Train localized gauge-equivariant defect SNFs that interpolate OBC to PBC through nonequilibrium updates.,full_text_manual,d9ef54027185abea0d336993a8860c2c9c183eff1f4deb7ca54c6ab32ee5e821
E-260120708-R,P035,2601.20708,result,https://arxiv.org/abs/2601.20708,sources/pdfs/2601.20708.pdf,PDF pp.4-6 results/conclusion,"In tested 4D SU(3), defect SNF improves over NE-MCMC by about a factor of three at fixed estimator quality and reproduces topological susceptibility references.",full_text_manual,d9ef54027185abea0d336993a8860c2c9c183eff1f4deb7ca54c6ab32ee5e821
E-260120708-L,P035,2601.20708,limitation,https://arxiv.org/abs/2601.20708,sources/pdfs/2601.20708.pdf,PDF p.6 outlook,"Richer layers, optimized schedules and dynamical fermions remain open; the factor is setup specific.",full_text_manual,d9ef54027185abea0d336993a8860c2c9c183eff1f4deb7ca54c6ab32ee5e821
E-220803832-I,P036,2208.03832,identity,https://arxiv.org/abs/2208.03832,sources/pdfs/2208.03832.pdf,PDF p.1 + current arXiv metadata,"Sampling QCD field configurations with gauge-equivariant flow models (2022), authors: Ryan Abbott; Michael S. Albergo; Aleksandar Botev; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Gurtej Kanwar; Alexander G. D. G. Matthews; Sébastien Racanière; Ali Razavi; Danilo J. Rezende; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban",verified,f898d7877b6b74d39596791b907d71f76d1cda17338d7892b092113889203e1f
E-220803832-P,P036,2208.03832,problem,https://arxiv.org/abs/2208.03832,sources/pdfs/2208.03832.pdf,PDF p.1 abstract,Test whether gauge-equivariant flows can be assembled for dynamical-fermion QCD rather than only toy gauge systems.,full_text_manual,f898d7877b6b74d39596791b907d71f76d1cda17338d7892b092113889203e1f
E-220803832-M,P036,2208.03832,method,https://arxiv.org/abs/2208.03832,sources/pdfs/2208.03832.pdf,PDF pp.2-5 method,Combine marginal gauge and conditional pseudofermion flow models for a 4D two-flavor QCD demonstration.,full_text_manual,f898d7877b6b74d39596791b907d71f76d1cda17338d7892b092113889203e1f
E-220803832-R,P036,2208.03832,result,https://arxiv.org/abs/2208.03832,sources/pdfs/2208.03832.pdf,PDF pp.5-7 results,"On a 4^4 lattice the reweighted flow ensemble is statistically consistent with HMC for plaquette, Polyakov loop, pion correlator and topology.",full_text_manual,f898d7877b6b74d39596791b907d71f76d1cda17338d7892b092113889203e1f
E-220803832-L,P036,2208.03832,limitation,https://arxiv.org/abs/2208.03832,sources/pdfs/2208.03832.pdf,PDF pp.6-8 outlook,"The lattice is tiny; model/training choices and scaling tradeoffs are largely unexplored, and at-scale use requires major engineering/HPC integration.",full_text_manual,f898d7877b6b74d39596791b907d71f76d1cda17338d7892b092113889203e1f
E-260512597-I,P037,2605.12597,identity,https://arxiv.org/abs/2605.12597,sources/pdfs/2605.12597.pdf,PDF p.1 + current arXiv metadata,"The critical slowing down in diffusion models (2026), authors: Luca Maria Del Bono; Giulio Biroli; Patrick Charbonneau; Marylou Gabrié",verified,e8d9fd459e637d0a91ff900b4ba79b3efee4fd12011e27774e3daeaf4bad73f5
E-260512597-P,P037,2605.12597,problem,https://arxiv.org/abs/2605.12597,sources/pdfs/2605.12597.pdf,PDF p.1 abstract,Determine whether diffusion models automatically escape critical slowing down in training and generation.,full_text_manual,e8d9fd459e637d0a91ff900b4ba79b3efee4fd12011e27774e3daeaf4bad73f5
E-260512597-M,P037,2605.12597,method,https://arxiv.org/abs/2605.12597,sources/pdfs/2605.12597.pdf,PDF pp.7-15 theory/results,"Analyze score training and reverse generation exactly in the Gaussian O(n to infinity) model; compare one-layer, two-layer and local score architectures.",full_text_manual,e8d9fd459e637d0a91ff900b4ba79b3efee4fd12011e27774e3daeaf4bad73f5
E-260512597-R,P037,2605.12597,result,https://arxiv.org/abs/2605.12597,sources/pdfs/2605.12597.pdf,"PDF pp.12-15, Secs. IV-VI",A one-layer exact-form score learns with critical slowing and transmits it to generation; a two-layer/local architecture changes training scaling from quadratic to logarithmic in system size in the analyzed setting.,full_text_manual,e8d9fd459e637d0a91ff900b4ba79b3efee4fd12011e27774e3daeaf4bad73f5
E-260512597-L,P037,2605.12597,limitation,https://arxiv.org/abs/2605.12597,sources/pdfs/2605.12597.pdf,PDF pp.15-16 conclusion,The result is controlled only in the Gaussian O(n to infinity) limit; deeper architectures add overhead and finite-n/non-equilibrium systems remain open.,full_text_manual,e8d9fd459e637d0a91ff900b4ba79b3efee4fd12011e27774e3daeaf4bad73f5
